name,citycode,dongcode,lng,lat
응암로14길,11380,11380600,126.919655,37.59004444
응암로22길,11380,11380600,126.9202402,37.59343256
수색로18길,11380,11380650,126.8948097,37.58453787
한강대로43길,11170,11170625,126.9691588,37.53159306
통일로12길,11110,11110580,126.9614998,37.57479366
방배로42길,11650,11650590,126.9904107,37.49446632
사임당로17길,11650,11650510,127.0178213,37.49313187
사평대로22길,11650,11650581,126.9972407,37.49806169
통일로87길,11380,11380551,126.9186105,37.62386687
통일로92길,11380,11380530,126.9219169,37.62503137
연서로34길,11380,11380530,126.9288191,37.62143179
양산길,11620,11620745,126.9323509,37.47367008
도림로12길,11530,11530540,126.8889883,37.48671094
화곡로20길,11500,11500540,126.8349848,37.53875287
화곡로31길,11500,11500615,126.8406078,37.54431976
화곡로44나길,11500,11500591,126.8488023,37.54892562
화곡로59길,11500,11500591,126.8496171,37.55456691
화곡로64길,11500,11500520,126.8558389,37.55591715
선유로55길,11560,11560620,126.8963805,37.53767843
선유서로24길,11560,11560610,126.8883119,37.52328209
백제고분로39길,11710,11710600,127.1041978,37.5060167
백제고분로42길,11710,11710580,127.1104503,37.50474961
백제고분로45길,11710,11710580,127.1095305,37.50991322
백제고분로46길,11710,11710580,127.1144356,37.50757497
백제고분로50길,11710,11710562,127.1174417,37.51328439
삼전로13길,11710,11710650,127.087279,37.50661607
봉은사로109길,11680,11680580,127.0618066,37.51755231
평창길,11110,11110560,126.9755926,37.6123868
필운대로1길,11110,11110530,126.9666151,37.57806583
광성로6길,11440,11440630,126.9386433,37.54824965
대흥로21길,11440,11440600,126.9430748,37.55419845
후암로28길,11170,11170510,126.9797323,37.54918287
송정12라길,11200,11200720,127.0681379,37.55135437
송정4가길,11200,11200720,127.0645824,37.54897774
아차산로11길,11200,11200690,127.0596911,37.54561958
아차산로15길,11200,11200690,127.0630856,37.54532049
아차산로5길,11200,11200690,127.0529602,37.54852401
왕십리로14길,11200,11200660,127.045741,37.54946407
왕십리로21길,11200,11200560,127.0314412,37.55935269
장승배기로10길,11590,11590540,126.9410994,37.50449824
디지털로27길,11530,11530595,126.8902023,37.48386489
디지털로32가길,11530,11530540,126.8979628,37.48074535
디지털로32길,11530,11530540,126.9004016,37.48326124
부일로11길,11530,11530790,126.8304159,37.49778683
부일로15길,11530,11530790,126.8334092,37.49423212
만양로14길,11590,11590510,126.947405,37.51180837
선유서로28길,11560,11560610,126.8880385,37.52458829
장승배기로19길,11590,11590520,126.9383483,37.50797472
장승배기로27길,11590,11590520,126.9386172,37.51112837
흑석로13길,11590,11590605,126.9598253,37.50982202
흑석로9길,11590,11590605,126.9581185,37.50796536
강남대로118길,11680,11680521,127.0281058,37.50810459
강남대로136길,11680,11680521,127.0244316,37.51312401
강남대로140길,11680,11680521,127.0224414,37.51467413
봉천로13길,11620,11620525,126.9314192,37.49118516
명륜길,11110,11110650,126.9949955,37.58872019
백석동길,11110,11110550,126.9677616,37.59711313
오패산로3길,11290,11290715,127.0351305,37.60671687
통일로78길,11380,11380530,126.9259105,37.61881714
장한로14길,11230,11230650,127.0698035,37.5656342
회나무로13길,11170,11170660,126.9908008,37.54075991
효창원로39길,11170,11170590,126.9582714,37.53801385
장한로25길,11230,11230650,127.06827,37.57203217
긴고랑로7길,11215,11215740,127.0796284,37.56575412
긴고랑로8길,11215,11215740,127.0771795,37.56188147
긴고랑로9길,11215,11215760,127.0824349,37.5652116
등촌로39길,11500,11500530,126.8603275,37.54613772
등촌로51길,11500,11500530,126.8611482,37.54903089
등촌로55길,11500,11500530,126.8614853,37.55032872
등촌로5길,11500,11500570,126.8625793,37.53384172
방화대로21길,11500,11500620,126.8128381,37.56284855
방화대로6라길,11500,11500620,126.8179166,37.55499981
공항대로38길,11500,11500615,126.8404206,37.55778942
공항대로42길,11500,11500615,126.8435004,37.55711779
대림로22길,11560,11560700,126.9036654,37.49497704
대림로29길,11560,11560720,126.8971636,37.49465621
대림로31길,11560,11560720,126.8964253,37.49708828
대림로34길,11560,11560720,126.8999953,37.49965022
대림로44길,11560,11560720,126.8982952,37.5024599
화곡로3길,11470,11470600,126.8275564,37.5413101
화곡로4길,11470,11470600,126.8281412,37.53794122
도봉로18길,11305,11305545,127.0305268,37.62044922
도봉로45길,11305,11305535,127.0252156,37.62417155
도봉로67길,11305,11305535,127.0222267,37.62977629
도봉로76길,11305,11305535,127.0253206,37.6331904
도봉로8길,11305,11305545,127.0326068,37.61093422
응암로34길,11380,11380580,126.9215156,37.59737976
도화4길,11440,11440585,126.9508821,37.53921835
자양로50길,11215,11215860,127.0943482,37.55194902
자양로53길,11215,11215770,127.0902565,37.55607878
자양번영로3길,11215,11215840,127.0735278,37.53147509
천호대로109길,11215,11215750,127.0818497,37.55795899
천호대로123길,11215,11215750,127.0872348,37.55612611
광나루로52길,11215,11215870,127.0920029,37.54049917
종암로19길,11290,11290705,127.032035,37.59805022
동광로1길,11650,11650590,126.9839198,37.49450165
증가로23나길,11410,11410720,126.9131564,37.57981356
증가로6길,11410,11410685,126.9278868,37.57807555
충정로4길,11410,11410565,126.9642799,37.56079306
충정로6길,11410,11410565,126.9672444,37.56281216
통일로11길,11410,11410520,126.9621931,37.56926178
통일로37길,11410,11410620,126.9445217,37.58699537
통일로39길,11410,11410620,126.9426529,37.58773329
홍연길,11410,11410615,126.9299719,37.57585135
홍제내길,11410,11410620,126.9368682,37.58665816
성지3길,11440,11440680,126.9153225,37.54651432
숭문8길,11440,11440610,126.9471281,37.55165952
숭문길,11440,11440610,126.9455463,37.54819897
도화길,11440,11440585,126.9499305,37.54086678
독막로22길,11440,11440655,126.9289013,37.54688367
독막로32길,11440,11440630,126.9373326,37.54583428
독막로8길,11440,11440680,126.9179699,37.54700273
동교로17길,11440,11440660,126.915492,37.55670473
계동길,11110,11110600,126.986403,37.58204315
난계로27길,11110,11110710,127.0225948,37.57321203
돈화문로11가길,11110,11110615,126.9884192,37.57566433
연서로3길,11380,11380625,126.9121224,37.60236463
연서로41길,11380,11380530,126.9269124,37.62520576
갈현로7길,11380,11380625,126.9083044,37.60366816
불광천길,11380,11380600,126.9162876,37.59420468
서오릉로21길,11380,11380560,126.9076236,37.61388484
서오릉로8길,11380,11380570,126.9235872,37.60906696
암사길,11740,11740570,127.1358241,37.5518275
낙성대역길,11620,11620625,126.9627719,37.47513421
난곡로24길,11620,11620775,126.921515,37.46835643
난곡로26길,11620,11620775,126.9227115,37.47000607
난곡로34길,11620,11620775,126.9210135,37.47230252
난곡로74길,11620,11620685,126.9149495,37.48631802
봉은사로29길,11680,11680531,127.0354696,37.50996769
봉은사로43길,11680,11680531,127.040458,37.51082204
봉은사로57길,11680,11680590,127.0444635,37.51345153
봉은사로68길,11680,11680590,127.0516893,37.51060142
삼성로115길,11680,11680590,127.0493277,37.51419744
삼성로147길,11680,11680565,127.0466067,37.52216341
삼성로57길,11680,11680600,127.0586009,37.49720024
중앙로15길,11530,11530730,126.8549605,37.50691066
서울 서초구 방배역,11650,11650600,126.99749,37.48269051
매봉역,11680,11680656,127.0434856,37.48510624
문정역,11710,11710641,127.1237084,37.48607663
양재역,11680,11680655,127.0360349,37.48589263
신대방삼거리역,11590,11590550,126.9280987,37.49891382
교대역_4,11650,11650531,127.0149609,37.49570014
대림역_1,11530,11530550,126.8908181,37.49583084
은마아파트입구사거리_1,11680,11680600,127.0605352,37.49792007
서울 영등포구 영등포시장역,11560,11560535,126.9090289,37.52014636
학동사거리_2,11680,11680565,127.0404416,37.52243598
서울 양천구 신정네거리역_2,11470,11470650,126.8536651,37.52164046
서울 영등포구 여의도역_1,11560,11560540,126.9292091,37.52054761
청담사거리_1,11680,11680565,127.0466641,37.52353291
청담사거리_2,11680,11680565,127.0489494,37.52376625
청담역_1,11680,11680565,127.0549554,37.52248418
청담역_2,11680,11680565,127.0564265,37.5231232
영등포유통상가,11560,11560550,126.8936864,37.52258427
청담사거리_3,11680,11680565,127.0494707,37.52510852
서울 영등포구 여의도역_2,11560,11560540,126.9256653,37.52368993
아현가구거리상점가,11410,11410555,126.9588036,37.5577369
영등포전통시장,11560,11560535,126.905379,37.5170981
영등포청과시장,11560,11560550,126.9007468,37.52144614
도림시장,11560,11560585,126.8984661,37.50983928
영일시장,11560,11560605,126.9010915,37.51739192
양남시장,11560,11560610,126.8911972,37.52286131
대신시장,11560,11560630,126.9175907,37.51107053
사러가시장,11560,11560650,126.9097469,37.50627145
봉일시장,11620,11620605,126.9386944,37.48585519
봉천현대시장,11620,11620605,126.9465974,37.48654379
봉천중앙시장,11620,11620615,126.9544683,37.48430358
인헌시장,11620,11620625,126.9657681,37.4744954
종암로21길,11290,11290705,127.0318324,37.60098751
용마산로94길,11260,11260575,127.0988436,37.5882194
중랑천로10길,11260,11260520,127.0744814,37.59156195
길음로7길,11290,11290660,127.0228872,37.60389978
돌곶이로14길,11290,11290810,127.0618024,37.60838175
돌곶이로22길,11290,11290810,127.0596408,37.61022089
연서로17길,11380,11380552,126.9146123,37.6135207
신사동 가로수길,11680,11680510,127.024061,37.52142232
오목교역,11470,11470510,126.8750505,37.52525101
서울 강동구 둔촌동역,11740,11740660,127.1344878,37.52613253
압구정 로데오거리_1,11680,11680565,127.0428528,37.52530933
서울 영등포구 영등포구청역,11560,11560550,126.8975279,37.52600246
서울 강남구 압구정역,11680,11680545,127.0305784,37.52507889
서울 종로구 종로3가역_3,11110,11110615,126.9939211,37.57373661
서울 종로구 경복궁역_1,11110,11110530,126.9710193,37.57684164
서울 종로구 안국역_1,11110,11110600,126.9868226,37.57829506
서울 종로구 안국역_2,11110,11110540,126.9843096,37.57746584
서울 종로구 경복궁역_2,11110,11110530,126.9730229,37.57744578
서울 동대문구 청량리역,11230,11230560,127.0468583,37.58070116
디지털미디어시티,11440,11440740,126.8900721,37.58034393
혜화역 대학로_1,11110,11110640,127.003136,37.58233221
신원시장,11620,11620655,126.9272324,37.4826411
동진시장,11440,11440710,126.9268041,37.56232549
마포농수산물시장,11440,11440730,126.8964351,37.56363623
인왕시장,11410,11410640,126.9432733,37.59089607
포방터시장,11410,11410660,126.9489405,37.59892649
모래내시장,11410,11410690,126.9154648,37.57078728
백련시장,11410,11410700,126.9231105,37.57697333
공덕시장,11440,11440555,126.9529041,37.54453507
마포시장,11440,11440555,126.9532206,37.54515689
아현시장,11440,11440555,126.9548771,37.55655516
신수시장,11440,11440630,126.9353302,37.54525656
서교시장,11440,11440660,126.9215391,37.55339323
영진시장,11440,11440660,126.9128476,37.55342317
합정시장,11440,11440680,126.9132157,37.54824271
망원시장,11440,11440690,126.9060651,37.55630116
청파로47나길,11170,11170555,126.9680094,37.54713501
청파로71길,11170,11170555,126.9670465,37.54948635
청파로73길,11170,11170555,126.9672944,37.55208129
자양로15길,11215,11215820,127.0813051,37.53583083
한림말3길,11200,11200645,127.0162151,37.54302066
한림말길,11200,11200645,127.0133519,37.54093971
광나루로12길,11215,11215710,127.0687227,37.54725449
압구정 로데오거리_2,11680,11680545,127.0371968,37.52611314
국회의사당역_1,11560,11560540,126.9173238,37.52745057
서울 용산구 신용산역,11170,11170625,126.9696234,37.52979118
국회의사당역_2,11560,11560540,126.9202068,37.52925456
용산 전자상가_1,11170,11170625,126.960369,37.5296713
용산구청,11170,11170650,126.9902814,37.53238056
용산 전자상가_2,11170,11170625,126.9659224,37.53308783
목동사거리,11470,11470540,126.8640752,37.53249195
한남오거리,11170,11170685,127.006234,37.53313764
혜화역 대학로_2,11110,11110650,126.9986867,37.5838369
혜화역 대학로_3,11110,11110650,127.0002604,37.58298998
서울 성북구 안암역,11290,11290600,127.0296408,37.58582438
경희대학교,11230,11230710,127.0521874,37.59237579
서울 성북구 성신여대입구역,11290,11290575,127.0177314,37.5912958
미아사거리_1,11290,11290715,127.0297966,37.60729497
서울 중구 을지로3가역_1,11140,11140605,126.9921674,37.56542933
동대문역사문화공원역,11140,11140590,127.0048218,37.56562771
서울 강동구 천호역_1,11740,11740650,127.1260331,37.53722416
망원월드컵시장,11440,11440700,126.9054063,37.55812966
신월7동골목시장,11470,11470611,126.8332211,37.52289279
신정제일시장,11470,11470620,126.8543339,37.52091148
신정2동골목시장,11470,11470630,126.8765279,37.521153
신정3동골목시장,11470,11470640,126.8530034,37.51872039
목2동시장,11470,11470520,126.8732727,37.54628747
목3동시장,11470,11470530,126.86494,37.54861182
동묘시장,11110,11110710,127.0186213,37.57248292
창동신창시장,11320,11320512,127.0370041,37.63970144
창동골목시장,11320,11320513,127.0391789,37.63856549
신도봉시장,11320,11320521,127.0416099,37.67027023
연서로21길,11380,11380552,126.9155957,37.61527834
연서로27길,11380,11380552,126.9169973,37.61788319
연서로28길,11380,11380570,126.9214958,37.61621043
연서로29길,11380,11380551,126.9176174,37.6205055
연서로33길,11380,11380530,126.9243556,37.62187951
증산로21길,11380,11380631,126.9124691,37.59641835
퇴계로56길,11140,11140580,127.004833,37.56239313
서울 용산구 이태원역,11170,11170650,126.994705,37.5339666
용산 전자상가_3,11170,11170570,126.9575614,37.53299502
서울 광진구 강변역,11215,11215870,127.0959458,37.53578381
당산역_1,11560,11560620,126.8994398,37.53440144
용산 전자상가_4,11170,11170560,126.9598344,37.53514921
용산 전자상가_5,11170,11170560,126.9645866,37.53464617
서울 강동구 길동역,11740,11740685,127.1381941,37.53603024
도산공원사거리_1,11680,11680545,127.0311535,37.5206458
당산역_2,11560,11560560,126.9008414,37.53545679
서울 강동구 천호역,11710,11710510,127.12298,37.53831759
서울시청,11140,11140550,126.979467,37.56783346
시청역_2,11140,11140520,126.9713977,37.56439899
동대문시장_1,11140,11140590,127.006882,37.56730346
서대문구 서대문역_1,11110,11110580,126.965997,37.56800154
종각역 젊음의 거리,11110,11110615,126.9854885,37.56928496
종각역,11110,11110615,126.9811304,37.56959068
서울 종로구 광화문역_1,11110,11110530,126.9748483,37.56912099
서울 종로구 종로3가역_1,11110,11110615,126.989971,37.56924939
백운시장,11320,11320660,127.0153103,37.6557888
쌍문역골목시장,11320,11320680,127.0325665,37.64842427
방학동도깨비시장,11320,11320700,127.0354301,37.66531686
공릉동도깨비시장,11350,11350595,127.0759054,37.62232983
상계시장,11350,11350665,127.0778528,37.66494511
상계중앙시장,11350,11350670,127.0699936,37.6597784
경창시장,11470,11470570,126.8424934,37.52475257
신월3동골목시장,11470,11470580,126.8265666,37.53389343
신곡종합시장,11470,11470610,126.8451649,37.51842206
신월6동골목시장,11470,11470610,126.8425867,37.51804023
명일골목시장,11740,11740530,127.1452911,37.54922136
광나루로24길,11215,11215710,127.0759292,37.54545709
광나루로36길,11215,11215850,127.0862134,37.54383724
광나루로37길,11215,11215860,127.0878903,37.54567404
광나루로40길,11215,11215850,127.0891319,37.54302417
퇴계로8길,11140,11140540,126.9789947,37.55665201
퇴계로90길,11140,11140650,127.0219807,37.56368862
녹사평대로11길,11170,11170690,126.99319,37.52177597
녹사평대로26길,11170,11170650,126.992465,37.53175903
영등포역_3,11560,11560535,126.9033177,37.51912369
여의도 시범아파트앞,11560,11560540,126.9386446,37.51902118
서울 강남구 역삼역_2,11680,11680640,127.0391646,37.50316394
서울 광진구 구의역,11215,11215850,127.0855165,37.53799026
건대입구역,11215,11215840,127.0716112,37.53849506
서울 광진구 건대입구역_1,11215,11215847,127.06789,37.54004698
서울 강동구 천호역_2,11740,11740610,127.1268515,37.53942172
서울 마포구 마포역_1,11440,11440585,126.9474532,37.53985658
장한평역_1,11230,11230650,127.0666085,37.56216721
서울 강서구 발산역,11500,11500535,126.8400205,37.55967196
왕십리역_2,11200,11200535,127.0345213,37.56277561
시청역_1,11140,11140520,126.9735718,37.56160641
미아사거리_2,11290,11290685,127.0284604,37.60785391
서울 은평구 불광역_1,11380,11380570,126.9293514,37.60949402
동대문시장_2,11110,11110630,127.0029318,37.57033998
서울 종로구 동대문역_1,11110,11110680,127.0103803,37.57199739
서울 은평구 불광역_2,11380,11380520,126.9307889,37.61037784
서울 은평구 불광역_3,11380,11380570,126.9285119,37.61102519
장위전통시장,11290,11290770,127.0512041,37.61154029
번동시장,11290,11290780,127.0479938,37.62131736
새석관시장,11290,11290810,127.0526741,37.60821499
석관시장,11290,11290810,127.0604099,37.60897713
석관황금시장,11290,11290810,127.0620188,37.60976015
번동북부골목시장,11305,11305590,127.0300572,37.63585621
수유전통시장,11305,11305610,127.0227936,37.6311637
밤나무골시장,11290,11290715,127.0355392,37.60879803
우이시장,11305,11305620,127.0198635,37.6464179
강북종합시장,11305,11305630,127.0256976,37.64232631
수유중앙시장,11305,11305630,127.0212441,37.64033602
녹사평대로32길,11170,11170650,126.9918765,37.53350693
녹사평대로40나길,11170,11170660,126.9889007,37.53510146
녹사평대로46길,11170,11170660,126.9884817,37.53788551
대사관로34길,11170,11170685,127.0058492,37.53114644
긴고랑로20길,11215,11215750,127.0839119,37.56004785
장한로5길,11230,11230650,127.0646983,37.56520463
장한로8길,11230,11230650,127.0685907,37.56382391
전농로29길,11230,11230560,127.0549524,37.58009401
장한평역_2,11230,11230650,127.0614369,37.56320616
서울 강서구 송정역,11500,11500620,126.8100579,37.56121331
남영역,11170,11170530,126.9718135,37.54221652
서울 용산구 숙대입구역,11170,11170520,126.9800742,37.5401459
공덕역,11440,11440555,126.9511724,37.54514705
서울 마포구 공덕역_2,11440,11440555,126.9524397,37.54533677
어린이대공원역,11215,11215730,127.0718465,37.54789234
서울 강북구 미아삼거리역_1,11305,11305545,127.0308067,37.61263758
서울 종로구 동대문역_2,11110,11110670,127.0128705,37.57134843
장안동사거리,11230,11230660,127.071439,37.57150771
동묘앞역,11110,11110670,127.0143312,37.57332144
서울 종로구 광화문역_2,11110,11110530,126.972221,37.57224686
서울 동대문구 신설동역_1,11230,11230536,127.0241686,37.57423885
신설동역,11110,11110710,127.0214291,37.57431146
장미원골목시장,11305,11305645,127.0143676,37.64500415
수유북부시장,11305,11305660,127.0160994,37.63632745
동북시장,11305,11305534,127.0191768,37.62016329
방천골목시장,11305,11305545,127.0332303,37.61231256
숭인시장,11305,11305555,127.0292554,37.61353896
솔샘시장,11305,11305575,127.019675,37.61937935
화곡중앙골목시장,11500,11500540,126.8391464,37.53455995
대원종합시장,11500,11500560,126.8364545,37.54452131
남부골목시장,11500,11500570,126.8601824,37.53298295
영동전통시장,11680,11680521,127.0241815,37.50917766
논현종합시장,11680,11680531,127.0343499,37.50989594
청담삼익시장,11680,11680565,127.0576816,37.52236575
전농로3길,11230,11230600,127.0565302,37.57055173
전농로4길,11230,11230610,127.0590852,37.56641491
제기로21길,11230,11230705,127.0412927,37.58881218
돌곶이로27길,11290,11290770,127.0537179,37.61089046
돌곶이로28길,11290,11290770,127.0577626,37.61260043
돌곶이로41길,11290,11290760,127.046281,37.6174438
서울 강동구 명일역,11740,11740530,127.1439044,37.55189902
등촌역,11470,11470530,126.8653901,37.54999086
서울 강동구 고덕역,11740,11740540,127.1545227,37.55343532
서울 중구 약수역_1,11140,11140635,127.0108079,37.55418465
서울 중구 약수역_2,11140,11140625,127.0098459,37.55431088
서울 마포구 홍대입구역_1,11440,11440660,126.9190708,37.55447276
강서구청,11500,11500591,126.850662,37.55268515
신촌역,11440,11440600,126.9357412,37.55425776
왕십리역_1,11200,11200560,127.0337159,37.55900968
서울 종로구 종로5가역_2,11110,11110630,126.9998189,37.57350251
종로구청,11110,11110615,126.980756,37.5729243
서울 종로구 종로5가역_3,11110,11110630,127.0047317,37.57261043
서울 종로구 종로5가역_4,11110,11110615,126.9968757,37.57353851
인사동,11110,11110615,126.985318,37.57309615
홍익대학교 주변,11440,11440660,126.9215178,37.55213182
암사종합시장,11740,11740570,127.1291343,37.55093401
양지골목시장,11740,11740590,127.1371549,37.55554708
고분다리골목시장,11740,11740600,127.1319825,37.5424795
동서울시장,11740,11740610,127.1281572,37.54208727
천호시장,11740,11740610,127.1276691,37.54114175
성내골목시장,11740,11740650,127.1275888,37.53386176
둔촌역전통시장,11740,11740660,127.1354636,37.52772618
정릉아리랑시장,11290,11290630,127.0115283,37.60219856
고덕전통시장,11740,11740560,127.1694371,37.5577937
정릉시장,11290,11290640,127.0084147,37.60826249
길음시장,11290,11290660,127.0220715,37.60294488
돌곶이로8길,11290,11290810,127.0633532,37.60742588
동소문로13길,11290,11290575,127.0123874,37.59282817
동소문로15길,11290,11290575,127.0153316,37.59401713
동소문로26가길,11290,11290575,127.020529,37.59429565
동소문로2길,11290,11290555,127.0091146,37.58920648
동소문로6길,11290,11290555,127.0075407,37.58847678
증산로5길,11380,11380640,126.9061551,37.58378159
증산로9길,11380,11380640,126.9076808,37.58594517
서울 중구 충무로역_1,11140,11140570,126.9960613,37.56066325
서울 중구 충무로역_2,11140,11140570,126.9927449,37.56280747
북창동,11140,11140520,126.9776121,37.56286864
서울 중구 신당역_1,11140,11140650,127.0177478,37.56469845
롯데백화점,11140,11140520,126.9806676,37.56458107
명동거리,11140,11140550,126.9842448,37.56265347
서울 동대문구 신설동역_2,11230,11230536,127.0251766,37.57577934
서울 종로구 종로3가역_2,11110,11110615,126.9897782,37.57209651
서울 마포구 홍대입구역_2,11440,11440660,126.9210935,37.55735732
서울 마포구 홍대입구역_3,11440,11440660,126.9233345,37.55731375
서울 서대문구 신촌역,11410,11410585,126.9369154,37.55757406
서울 서대문구 이대역,11410,11410585,126.944577,37.55815455
한양시장,11200,11200550,127.040111,37.55986363
장충동 족발거리,11140,11140580,127.0053421,37.56025775
서울 중구 명동역,11140,11140550,126.9850037,37.55970731
장한평역,11200,11200790,127.0609451,37.55702558
동일로101길,11260,11260520,127.077694,37.58860462
동일로112길,11260,11260590,127.0832026,37.59397078
상도로15길,11590,11590540,126.9350155,37.50368415
상도로37길,11590,11590530,126.9508845,37.50104285
바우뫼로39길,11650,11650651,127.0397185,37.48130531
반포대로9길,11650,11650530,127.0075074,37.48241999
목동중앙본로7길,11470,11470540,126.8669248,37.53973923
증산서길,11380,11380640,126.9037711,37.58000451
진흥로12길,11380,11380510,126.9277342,37.60706037
진흥로1길,11380,11380625,126.9187121,37.60336945
통일로69길,11380,11380570,126.9257147,37.61070812
두텁바위로1길,11170,11170530,126.9745729,37.54683927
서울 강남구 역삼역_1,11680,11680640,127.0351358,37.49756095
대림역_2,11530,11530560,126.8913687,37.49823703
역삼역_2,11680,11680650,127.039842,37.50099229
구로역,11530,11530560,126.8828252,37.50169774
선릉역_1,11680,11680650,127.0466514,37.5030531
서울 강남구 강남역_2,11650,11650531,127.0246086,37.50085228
석촌역,11710,11710600,127.1067971,37.5045998
서울 송파구 석촌역_1,11710,11710580,127.1083929,37.50538222
서울 동작구 노량진역,11590,11590510,126.9441354,37.51287005
서대문구 서대문역_2,11410,11410565,126.9653304,37.56540648
서울 중구 신당역_2,11140,11140615,127.014511,37.56674415
서울 중구 을지로3가역_2,11140,11140605,126.9918389,37.56737546
서울 강북구 미아삼거리역_2,11290,11290685,127.0288136,37.61324174
서울 은평구 연신내역_1,11380,11380570,126.9207237,37.61799387
서울 은평구 연신내역_2,11380,11380551,126.9191933,37.61911006
서울 강북구 수유역_1,11305,11305590,127.0259905,37.63755102
서울 강북구 수유역_2,11305,11305630,127.0246993,37.63867753
등나무근린공원 주변,11350,11350625,127.0683439,37.64048932
종로24길,11110,11110615,126.9935705,37.5694929
종로58가길,11110,11110710,127.0164139,37.57246522
국사봉2길,11590,11590680,126.9291519,37.49729264
국사봉길,11590,11590550,126.9322744,37.49581682
노량진로6길,11590,11590520,126.9358586,37.50964926
대방동27길,11590,11590660,126.924136,37.50341637
자하문로7길,11110,11110530,126.9703279,37.57908495
강서로29길,11500,11500540,126.8396232,37.53909263
강서로35길,11500,11500560,126.8361756,37.54267387
백범로79길,11170,11170580,126.9641424,37.54066472
백범로90길,11170,11170560,126.9692018,37.5370171
서빙고로71길,11170,11170690,126.995181,37.52222657
소월로20길,11170,11170520,126.9854481,37.54409307
신흥로20길,11170,11170510,126.9833993,37.54708411
제기로5길,11230,11230545,127.0355404,37.58764276
천장산로7길,11230,11230740,127.0562116,37.59845564
천호대로12길,11230,11230536,127.0291713,37.57212939
방이동 먹자골목,11710,11710562,127.1088919,37.51414853
학동역,11680,11680521,127.0292393,37.51434828
강남구 논현역_4,11650,11650540,127.0188441,37.51323315
잠실역,11710,11710710,127.1025141,37.5153706
서울 강남구 강남구청역_1,11680,11680531,127.0393974,37.51569683
서울 강남구 학동역_3,11680,11680531,127.0328593,37.51552764
서울 동작구 노량진1동_1,11590,11590510,126.9419283,37.51479713
서울 강남구 학동역_2,11680,11680531,127.0330963,37.51425716
강남구 신사역_1,11650,11650540,127.0174423,37.51647698
창동역,11320,11320514,127.049,37.65280638
서울 노원구 노원역_1,11350,11350695,127.0626902,37.65411533
서울 노원구 노원역_2,11350,11350695,127.0589057,37.65463985
서울 노원구 노원역_3,11350,11350640,127.0625105,37.6560165
서울 종로구 종로5가역_1,11110,11110630,127.0013923,37.5704211
서울 은평구 연신내역_3,11380,11380530,126.9204716,37.62069666
서울 강북구 수유역_3,11305,11305630,127.027204,37.64085736
구의시장,11215,11215860,127.0884672,37.54550242
동부시장,11230,11230600,127.0526,37.56730095
답십리시장,11230,11230610,127.0581966,37.57364133
전곡시장,11230,11230660,127.0688302,37.57808652
청량리청과물시장,11230,11230545,127.0431899,37.58011692
은행정로7길,11470,11470650,126.8573961,37.52268118
성대로29길,11590,11590560,126.9377552,37.50030685
신대방길,11590,11590670,126.9103557,37.48900863
양녕로26길,11590,11590560,126.9438649,37.49659777
증산로13길,11380,11380640,126.9112446,37.58813732
증산로15길,11380,11380632,126.9079702,37.58997283
천호대로17길,11230,11230536,127.032354,37.57627314
천호대로45길,11230,11230536,127.0428701,37.57523364
휘경로3길,11230,11230740,127.0630504,37.59750614
인촌로17가길,11290,11290600,127.0236747,37.58762772
인촌로1길,11290,11290610,127.0189873,37.58731322
개운사길,11290,11290600,127.0294832,37.58799582
인촌로24길,11290,11290600,127.0294815,37.58388729
서울 강남구 강남구청역_2,11680,11680531,127.0379727,37.51687761
영등포역_1,11560,11560535,126.9103672,37.51724615
강남구 신사역_2,11680,11680521,127.0235845,37.51689938
문래동 주민센터,11560,11560605,126.8986505,37.51570497
영등포역_2,11560,11560535,126.9087031,37.51829004
선릉역_2,11680,11680630,127.0530306,37.50406854
서울 송파구 석촌역_2,11710,11710580,127.1077155,37.50621177
서울 강남구 선릉역_1,11680,11680590,127.0501366,37.50596192
회기시장,11230,11230710,127.055572,37.59111286
이경시장,11230,11230720,127.066094,37.59470239
이문제일시장,11230,11230750,127.0624108,37.60455223
동부골목시장,11260,11260590,127.0769054,37.59243436
동원시장,11260,11260565,127.0907276,37.58990176
면목골목시장,11260,11260570,127.0848376,37.57790492
합동(새벽)시장,11140,11140680,126.9675965,37.56008223
마장축산물시장,11200,11200540,127.0403656,37.57020698
행당시장,11200,11200560,127.0333999,37.56095592
금남시장,11200,11200615,127.0222931,37.54854279
뚝도시장,11200,11200670,127.0545031,37.53821588
방학로15길,11320,11320710,127.0241735,37.65939125
방학로5길,11320,11320670,127.0376147,37.65973911
방학로6가길,11320,11320690,127.0373111,37.66443332
삼양로144길,11320,11320660,127.0138928,37.65090565
시루봉로23길,11320,11320521,127.0424615,37.67289178
방학로10길,11320,11320700,127.0337862,37.66426319
우이천로32길,11320,11320660,127.0253603,37.65019197
인촌로5길,11290,11290600,127.0205615,37.58906989
인촌로6길,11290,11290610,127.0213523,37.58293399
천호대로77길,11230,11230650,127.0626712,37.56389928
천호대로97길,11230,11230650,127.0704347,37.56275064
한천로14길,11230,11230650,127.0653904,37.56702426
한천로33길,11230,11230570,127.0670862,37.57736673
보국문로16길,11290,11290650,127.0102274,37.61256006
보문로13길,11290,11290610,127.0208421,37.58004189
서울 서초구 강남역,11680,11680640,127.0305463,37.50203121
고속터미널역,11650,11650581,127.0058584,37.50474704
