num,city,code,dongcode,gugun,dong,lat,lng
222,서울특별시,1123010100,11230,동대문구,신설동,37.5748653,127.0254662
223,서울특별시,1123010200,11230,동대문구,용두동,37.5757009,127.034989
224,서울특별시,1123010300,11230,동대문구,제기동,37.5833567,127.0367969
225,서울특별시,1123010400,11230,동대문구,전농동,37.5792622,127.0554405
226,서울특별시,1123010500,11230,동대문구,답십리동,37.5696589,127.0576058
227,서울특별시,1123010600,11230,동대문구,장안동,37.570627,127.0706515
228,서울특별시,1123010700,11230,동대문구,청량리동,37.588908,127.0445965
229,서울특별시,1123010800,11230,동대문구,회기동,37.5907275,127.055128
230,서울특별시,1123010900,11230,동대문구,휘경동,37.5900176,127.0636187
231,서울특별시,1123011000,11230,동대문구,이문동,37.6004162,127.0655265
232,서울특별시,1126010100,11260,중랑구,면목동,37.5811454,127.0883961
233,서울특별시,1126010200,11260,중랑구,상봉동,37.5990737,127.0893441
234,서울특별시,1126010300,11260,중랑구,중화동,37.5995064,127.0778661
235,서울특별시,1126010400,11260,중랑구,묵동,37.6113617,127.0787546
236,서울특별시,1126010500,11260,중랑구,망우동,37.60002619999999,127.1068617
237,서울특별시,1126010600,11260,중랑구,신내동,37.6103313,127.0960772
238,서울특별시,1129010100,11290,성북구,성북동,37.5909485,127.003439
239,서울특별시,1129010200,11290,성북구,성북동1가,37.5893957,127.0038114
240,서울특별시,1129010300,11290,성북구,돈암동,37.6005277,127.023636
241,서울특별시,1129010400,11290,성북구,동소문동1가,37.5899255,127.0074184
242,서울특별시,1129010500,11290,성북구,동소문동2가,37.58880360000001,127.0083383
243,서울특별시,1129010600,11290,성북구,동소문동3가,37.59045589999999,127.0113054
244,서울특별시,1129010700,11290,성북구,동소문동4가,37.5915901,127.0107586
245,서울특별시,1129010800,11290,성북구,동소문동5가,37.5917188,127.0152386
246,서울특별시,1129010900,11290,성북구,동소문동6가,37.5933169,127.0144101
247,서울특별시,1129011000,11290,성북구,동소문동7가,37.5961103,127.0142669
248,서울특별시,1129011100,11290,성북구,삼선동1가,37.5856818,127.0080974
249,서울특별시,1129011200,11290,성북구,삼선동2가,37.5829592,127.0120379
250,서울특별시,1129011300,11290,성북구,삼선동3가,37.5866444,127.0127559
251,서울특별시,1129011400,11290,성북구,삼선동4가,37.5896877,127.0129667
252,서울특별시,1129011500,11290,성북구,삼선동5가,37.5885021,127.0155886
253,서울특별시,1129011600,11290,성북구,동선동1가,37.5921647,127.0181885
254,서울특별시,1129011700,11290,성북구,동선동2가,37.5901288,127.0200219
255,서울특별시,1129011800,11290,성북구,동선동3가,37.5932834,127.020538
256,서울특별시,1129011900,11290,성북구,동선동4가,37.5952422,127.0188196
257,서울특별시,1129012000,11290,성북구,동선동5가,37.5970151,127.0154194
258,서울특별시,1129012100,11290,성북구,안암동1가,37.5884727,127.0215331
259,서울특별시,1129012200,11290,성북구,안암동2가,37.5871412,127.0231089
260,서울특별시,1129012300,11290,성북구,안암동3가,37.5833152,127.0230184
261,서울특별시,1129012400,11290,성북구,안암동4가,37.5806293,127.0246632
262,서울특별시,1129012500,11290,성북구,안암동5가,37.5866998,127.0290956
263,서울특별시,1129012600,11290,성북구,보문동4가,37.5827298,127.0213881
264,서울특별시,1129012700,11290,성북구,보문동5가,37.5823256,127.0200777
265,서울특별시,1129012800,11290,성북구,보문동6가,37.5800856,127.0189986
266,서울특별시,1129012900,11290,성북구,보문동7가,37.5797898,127.0225999
267,서울특별시,1129013000,11290,성북구,보문동1가,37.5863466,127.0196075
268,서울특별시,1129013100,11290,성북구,보문동2가,37.5855919,127.0182645
269,서울특별시,1129013200,11290,성북구,보문동3가,37.5834647,127.0163093
270,서울특별시,1129013300,11290,성북구,정릉동,37.61920509999999,127.0022132
271,서울특별시,1129013400,11290,성북구,길음동,37.6073126,127.023926
272,서울특별시,1129013500,11290,성북구,종암동,37.60017089999999,127.031602
273,서울특별시,1129013600,11290,성북구,하월곡동,37.6041779,127.0409997
274,서울특별시,1129013700,11290,성북구,상월곡동,37.603604,127.0499508
275,서울특별시,1129013800,11290,성북구,장위동,37.6156087,127.0507954
276,서울특별시,1129013900,11290,성북구,석관동,37.6084827,127.0609186
277,서울특별시,1130510100,11305,강북구,미아동,37.6268335,127.0269077
278,서울특별시,1130510200,11305,강북구,번동,37.6279206,127.037216
279,서울특별시,1130510300,11305,강북구,수유동,37.6387326,127.0089103
280,서울특별시,1130510400,11305,강북구,우이동,37.6479697,127.0118806
281,서울특별시,1132010500,11320,도봉구,쌍문동,37.6522545,127.0304855
282,서울특별시,1132010600,11320,도봉구,방학동,37.6666657,127.0337541
283,서울특별시,1132010700,11320,도봉구,창동,37.648965,127.0433646
284,서울특별시,1132010800,11320,도봉구,도봉동,37.6837277,127.0318174
285,서울특별시,1135010200,11350,노원구,월계동,37.6277451,127.0568215
286,서울특별시,1135010300,11350,노원구,공릉동,37.6304778,127.0901988
287,서울특별시,1135010400,11350,노원구,하계동,37.637576,127.0725939
288,서울특별시,1135010500,11350,노원구,상계동,37.67480279999999,127.0730618
289,서울특별시,1135010600,11350,노원구,중계동,37.6514398,127.0831273
290,서울특별시,1138010100,11380,은평구,수색동,37.5840042,126.8955434
291,서울특별시,1138010200,11380,은평구,녹번동,37.6059975,126.9339654
292,서울특별시,1138010300,11380,은평구,불광동,37.6183087,126.9390451
293,서울특별시,1138010400,11380,은평구,갈현동,37.6220821,126.9137086
294,서울특별시,1138010500,11380,은평구,구산동,37.6117223,126.9103085
295,서울특별시,1138010600,11380,은평구,대조동,37.6141112,126.9208904
296,서울특별시,1138010700,11380,은평구,응암동,37.5926646,126.9205206
297,서울특별시,1138010800,11380,은평구,역촌동,37.6044517,126.9169535
298,서울특별시,1138010900,11380,은평구,신사동,37.5953803,126.9075953
299,서울특별시,1138011000,11380,은평구,증산동,37.5849961,126.907314
300,서울특별시,1138011400,11380,은평구,진관동,37.6413466,126.9421897
301,서울특별시,1141010100,11410,서대문구,충정로2가,37.5646792,126.9640448
302,서울특별시,1141010200,11410,서대문구,충정로3가,37.5618617,126.9616111
303,서울특별시,1141010300,11410,서대문구,합동,37.5617452,126.9662947
304,서울특별시,1141010400,11410,서대문구,미근동,37.5634072,126.9678126
305,서울특별시,1141010500,11410,서대문구,냉천동,37.5668216,126.962263
306,서울특별시,1141010600,11410,서대문구,천연동,37.57106210000001,126.9590269
307,서울특별시,1141010700,11410,서대문구,옥천동,37.5696301,126.9604861
308,서울특별시,1141010800,11410,서대문구,영천동,37.5699488,126.9563277
309,서울특별시,1141010900,11410,서대문구,현저동,37.5737003,126.9533655
310,서울특별시,1141011000,11410,서대문구,북아현동,37.56096770000001,126.9542682
311,서울특별시,1141011100,11410,서대문구,홍제동,37.58551120000001,126.9489831
312,서울특별시,1141011200,11410,서대문구,대현동,37.5606558,126.9465796
313,서울특별시,1141011300,11410,서대문구,대신동,37.5677894,126.9488821
314,서울특별시,1141011400,11410,서대문구,신촌동,37.5594793,126.9435838
315,서울특별시,1141011500,11410,서대문구,봉원동,37.5725233,126.9469831
316,서울특별시,1141011600,11410,서대문구,창천동,37.5584944,126.9345627
317,서울특별시,1141011700,11410,서대문구,연희동,37.5717975,126.9325254
318,서울특별시,1141011800,11410,서대문구,홍은동,37.5871322,126.9319759
319,서울특별시,1141011900,11410,서대문구,북가좌동,37.5784186,126.9099561
320,서울특별시,1141012000,11410,서대문구,남가좌동,37.5743455,126.9188972
321,서울특별시,1144010100,11440,마포구,아현동,37.5541171,126.9569379
322,서울특별시,1144010200,11440,마포구,공덕동,37.54686969999999,126.9521717
323,서울특별시,1144010300,11440,마포구,신공덕동,37.54459170000001,126.9557029
324,서울특별시,1144010400,11440,마포구,도화동,37.5376491,126.9501677
325,서울특별시,1144010500,11440,마포구,용강동,37.5417874,126.9416684
326,서울특별시,1144010600,11440,마포구,토정동,37.5390738,126.9397771
327,서울특별시,1144010700,11440,마포구,마포동,37.5368623,126.9435802
328,서울특별시,1144010800,11440,마포구,대흥동,37.5498977,126.9427769
329,서울특별시,1144010900,11440,마포구,염리동,37.5496169,126.9476266
330,서울특별시,1144011000,11440,마포구,노고산동,37.5538162,126.9367619
331,서울특별시,1144011100,11440,마포구,신수동,37.54684170000001,126.934558
332,서울특별시,1144011200,11440,마포구,현석동,37.5417383,126.9344434
333,서울특별시,1144011300,11440,마포구,구수동,37.5449531,126.9318896
334,서울특별시,1144011400,11440,마포구,창전동,37.5501124,126.9309867
335,서울특별시,1144011500,11440,마포구,상수동,37.5454728,126.9244174
336,서울특별시,1144011600,11440,마포구,하중동,37.5429708,126.9277011
337,서울특별시,1144011700,11440,마포구,신정동,37.5429053,126.9304424
338,서울특별시,1144011800,11440,마포구,당인동,37.54273939999999,126.9194445
339,서울특별시,1144012000,11440,마포구,서교동,37.5534897,126.9177304
340,서울특별시,1144012100,11440,마포구,동교동,37.5576862,126.923487
341,서울특별시,1144012200,11440,마포구,합정동,37.5463089,126.9101219
342,서울특별시,1144012300,11440,마포구,망원동,37.5559772,126.9012821
343,서울특별시,1144012400,11440,마포구,연남동,37.5644783,126.9220027
344,서울특별시,1144012500,11440,마포구,성산동,37.5657426,126.9033058
345,서울특별시,1144012600,11440,마포구,중동,37.5725438,126.9048389
346,서울특별시,1144012700,11440,마포구,상암동,37.5781711,126.894616
347,서울특별시,1147010100,11470,양천구,신정동,37.5166014,126.8638714
348,서울특별시,1147010200,11470,양천구,목동,37.5370192,126.8735297
349,서울특별시,1147010300,11470,양천구,신월동,37.519981,126.8365553
350,서울특별시,1150010100,11500,강서구,염창동,37.5540319,126.8717993
351,서울특별시,1150010200,11500,강서구,등촌동,37.558653,126.8532512
352,서울특별시,1150010300,11500,강서구,화곡동,37.53811839999999,126.8471024
353,서울특별시,1150010400,11500,강서구,가양동,37.5648322,126.8342406
354,서울특별시,1150010500,11500,강서구,마곡동,37.5764888,126.8307466
355,서울특별시,1150010600,11500,강서구,내발산동,37.5546422,126.834636
356,서울특별시,1150010700,11500,강서구,외발산동,37.5472236,126.8210719
357,서울특별시,1150010800,11500,강서구,공항동,37.558949,126.8103748
358,서울특별시,1150010900,11500,강서구,방화동,37.5764563,126.813873
359,서울특별시,1150011000,11500,강서구,개화동,37.5764563,126.813873
360,서울특별시,1150011100,11500,강서구,과해동,37.5665478,126.7865769
361,서울특별시,1150011200,11500,강서구,오곡동,37.5523346,126.784398
362,서울특별시,1150011300,11500,강서구,오쇠동,37.5435816,126.7965682
363,서울특별시,1153010100,11530,구로구,신도림동,37.5077345,126.8805914
364,서울특별시,1153010200,11530,구로구,구로동,37.4951854,126.8820641
365,서울특별시,1153010300,11530,구로구,가리봉동,37.4823943,126.888251
366,서울특별시,1153010600,11530,구로구,고척동,37.5011414,126.8625002
367,서울특별시,1153010700,11530,구로구,개봉동,37.4888722,126.8557494
368,서울특별시,1153010800,11530,구로구,오류동,37.4901258,126.8385254
369,서울특별시,1153010900,11530,구로구,궁동,37.5003075,126.8289067
370,서울특별시,1153011000,11530,구로구,온수동,37.4939934,126.8206441
371,서울특별시,1153011100,11530,구로구,천왕동,37.4803813,126.8415075
372,서울특별시,1153011200,11530,구로구,항동,37.481088,126.8250625
373,서울특별시,1154510100,11545,금천구,가산동,37.4758795,126.8838298
