no,name,lng,lat,address
1222,방송통신대.이화장,127.0020798,37.5781308,서울특별시 종로구 대학로 77
1223,이화동(이화장),127.0007064,37.57605806,서울특별시 종로구 율곡로 197
1224,창경궁.서울대학교병원,126.9967379,37.57881833,서울특별시 종로구 대학로 101
1225,이화동(이화장),127.0032823,37.57603475,서울특별시 종로구 율곡로 220
1226,혜화동로터리,127.0008281,37.58572598,서울특별시 종로구 창경궁로 273-3
1227,명륜동2가.성균관대입구,126.9992936,37.58340673,서울특별시 종로구 명륜2가 창경궁로 246
1228,혜화역.서울연극센터(장면총리가옥),127.0014345,37.58403777,서울특별시 종로구 대학로 143
1229,혜화역.동성중고(장면총리가옥),127.0015281,37.58454158,서울특별시 종로구 대학로 149
1231,종로구민회관.창신동두산아파트,127.0155868,37.57409223,서울특별시 종로구 지봉로 43
1235,동묘역앞,127.0156382,37.57168703,서울특별시 종로구 지봉로 18
1236,동묘역앞,127.0157698,37.57189158,서울특별시 종로구 지봉로 18
1237,청계2가교차로,126.9878779,37.5684809,서울특별시 종로구 청계천로 93
1238,창신3동주민센터,127.0151881,37.57877438,서울특별시 종로구 지봉로 97
1239,숭인1동주민센터,127.0152404,37.57875171,서울특별시 종로구 지봉로 95-2
1240,동묘역.롯데캐슬천지인,127.015664,37.57418192,서울특별시 종로구 지봉로 43
1243,신설동로터리,127.0229469,37.57585614,서울특별시 종로구 종로 411-3
1245,동묘앞,127.0178407,37.57368465,서울특별시 종로구 종로 363
1246,구기동현대빌라,126.9565957,37.60964243,서울특별시 종로구 비봉길 13
1247,광장시장,126.9978384,37.56950211,서울특별시 종로구 창경궁로 79
1249,혜화경찰서,126.997571,37.57258424,서울특별시 종로구 창경궁로 113
1250,서울역사박물관.김구집무실(경교장),126.9721428,37.57002979,서울특별시 종로구 신문로1가 새문안로 68
1251,청계3가.관수교,126.9937893,37.56860916,서울특별시 종로구 청계천로 145
1252,청계6가.버들다리,127.0080442,37.56983829,서울특별시 중구 을지로6가 청계천로 274
1253,청계7가.맑은내다리,127.0129569,37.5699186,서울특별시 종로구 종로50라길 5
1254,청계8가.영도교,127.018274,37.57089463,서울특별시 종로구 청계천로 369
1256,원남동사거리,126.9982124,37.57578617,서울특별시 종로구 율곡로 176
1262,숭인동,127.0203787,37.57438126,서울특별시 종로구 종로 386
1267,조계사,126.9830466,37.57279704,서울특별시 종로구 인사동9길 39
1272,세종문화회관,126.9766821,37.57334287,서울특별시 종로구 세종로 세종대로 189
1277,이화동(이화장),127.0029997,37.5761872,서울특별시 종로구 율곡로 217-1
1278,상명대정문,126.9550659,37.60166612,서울특별시 종로구 홍지문2길 18
1279,이북오도청,126.955893,37.61305175,서울특별시 종로구 비봉길 48
1286,상명대입구.세검정교회,126.9597659,37.59939339,서울특별시 종로구 자하문로 300
1287,상명대입구.석파랑,126.9583524,37.59976676,서울특별시 종로구 세검정로 226
1288,종로중부새마을금고,127.0065017,37.57239261,서울특별시 종로구 종로6가 종로41길 26
1289,신설동로터리.신한은행앞.서울풍물시장,127.023202,37.57438854,서울특별시 종로구 난계로 255
1291,청계2가.삼일교,126.9872038,37.56827105,서울특별시 종로구 청계천로 85
1292,청계8가.황학교,127.0227587,37.57202421,서울특별시 종로구 청계천로 407
1293,평창동삼성아파트,126.9786583,37.61114471,서울특별시 종로구 평창길 349
1294,안국역.종로경찰서.인사동,126.985459,37.57644246,서울특별시 종로구 율곡로 56
1295,안국역.종로경찰서.인사동,126.9848482,37.57631159,서울특별시 종로구 율곡로 49
1297,남인사마당,126.9875497,37.5713121,서울특별시 종로구 인사동길 6
1500,평창파출소,126.9668407,37.60565062,서울특별시 종로구 평창문화로 51
1501,삼청공원,126.9816831,37.58820522,서울특별시 종로구 삼청로 143
1502,수성동계곡,126.9642468,37.58207926,서울특별시 종로구 옥인길 82
1503,명륜3가종점,126.992862,37.59094741,서울특별시 종로구 명륜3가 명륜길 99-2
1504,명륜새마을금고,126.996701,37.587775,서울특별시 종로구 명륜1가 성균관로 56-1
1505,서대문3번출구,126.9661707,37.56638695,서울특별시 서대문구 충정로2가 통일로 131-12
1506,낙산공원,127.0087267,37.5804315,서울특별시 종로구 낙산성곽서길 184
1507,인사미술공간.세탁소,126.9893928,37.5814087,서울특별시 종로구 창덕궁길 85
1508,화정박물관,126.9648999,37.60477714,서울특별시 종로구 평창문화로 29
1509,금융연수원,126.9816318,37.58659721,서울특별시 종로구 삼청로 125
1510,박노수미술관,126.9666083,37.58102384,서울특별시 종로구 옥인3길 3
1511,샘미용실,126.9932462,37.59031994,서울특별시 종로구 명륜3가 명륜길 83
1512,서울국제고등학교,126.9972253,37.58909477,서울특별시 종로구 명륜1가 성균관로 72
1513,화정박물관,126.9652221,37.6050003,서울특별시 종로구 평창문화로 33
1514,적십자병원후문앞,126.9651082,37.56746105,서울특별시 종로구 통일로 148
1515,서울성곽.성대후문,126.9896242,37.58936828,서울특별시 종로구 명륜3가 명륜10길 37
1516,빨래터.고희동미술관,126.9893435,37.58265202,서울특별시 종로구 창덕궁길 118
1517,세검초등학교,126.9613774,37.60421635,서울특별시 종로구 진흥로 497
1518,삼청동주민센터,126.9819214,37.58426224,서울특별시 종로구 삼청로 99
1519,통인시장,126.9687475,37.58045056,서울특별시 종로구 자하문로7길 73
1520,양현관,126.9936156,37.58979638,서울특별시 종로구 명륜3가 명륜길 74
1521,국민생활관,126.9988862,37.58982995,서울특별시 종로구 명륜1가 성균관로 92
1522,오거리,126.9622896,37.60708503,서울특별시 종로구 평창길 38
1523,경희궁자이2.3단지,126.963958,37.56872813,서울특별시 서대문구 통일로 163-2
1524,창신쌍용2단지.한성대후문,127.012764,37.581314,서울특별시 성북구 삼선동2가 낙산길 243-15
1525,통일부,126.9856444,37.58757377,서울특별시 종로구 와룡공원길 41
1526,원서고개,126.9878078,37.58313929,서울특별시 종로구 창덕궁길 146-1
1528,종로5가입구.혜화경찰서,126.9976354,37.57175197,서울특별시 종로구 창경궁로 106
1529,삼청파출소,126.9812527,37.58181295,서울특별시 종로구 삼청로 69
1530,오거리.한옥마을입구,126.9695468,37.57949911,서울특별시 종로구 자하문로9길 30
1531,명륜시장.성대후문,126.9952895,37.58852435,서울특별시 종로구 명륜3가 명륜길 27-1
1532,혜화초등학교,126.9998817,37.58725861,서울특별시 종로구 명륜1가 혜화로 19
1533,청련사입구,126.9624033,37.60802413,서울특별시 종로구 평창길 52
1534,영천시장,126.9627339,37.56993749,서울특별시 서대문구 통일로 181
1535,명신초.삼선푸르지오.힐스테이트,127.0145303,37.58214747,서울특별시 종로구 낙산길 258
1536,감사원,126.9853527,37.58630021,서울특별시 종로구 북촌로 109
1537,중앙중고,126.9869646,37.58313014,서울특별시 종로구 창덕궁길 162
1538,인왕빌딩,126.9576748,37.60787761,서울특별시 종로구 진흥로 443
1539,종로4가.종묘공원,126.9933354,37.57053493,서울특별시 종로구 종로3가 종로 141-1
1540,국립민속박물관,126.9795529,37.57925522,서울특별시 종로구 세종로 삼청로 37
1541,광화문새마을금고,126.971144,37.5794299,서울특별시 종로구 자하문로 37-1
1542,새마을금고,126.996533,37.587764,서울특별시 종로구 명륜3가 성균관로 55
1543,혜화우체국,127.000652,37.58606005,서울특별시 종로구 혜화로 3-1
1544,언덕앞,126.9637502,37.60897784,서울특별시 종로구 평창길 72
1545,경희궁자이4단지,126.9620022,37.57062718,서울특별시 서대문구 통일로 191-1
1546,종로센트레빌후문.e편한세상보문아파트,127.0161805,37.58181551,서울특별시 성북구 보문동3가 낙산길 255
1547,사우디대사관앞.경남빌라,126.9850108,37.58410605,서울특별시 종로구 북촌로 81
1548,안국선원.삼거리,126.9849937,37.58279098,서울특별시 종로구 북촌로 65
1549,구기터널입구,126.9568023,37.60824748,서울특별시 종로구 진흥로 432
1550,종로3가.1.3.5호선,126.9920673,37.5710577,서울특별시 종로구 돈화문로 28-2
1551,경복궁,126.9794156,37.57694919,서울특별시 종로구 삼청로 12
1552,경복궁역,126.9723619,37.57669709,서울특별시 종로구 자하문로 5
1553,소나무집,126.9641242,37.61133533,서울특별시 종로구 평창길 106
1554,독립문역3번출구,126.9596864,37.57284056,서울특별시 종로구 통일로 224-1
1555,청룡사.보문파크뷰자이아파트,127.0170513,37.58001947,서울특별시 종로구 낙산길 314-11
1556,북촌한옥마을입구.정세권활동터,126.9849792,37.58159945,서울특별시 종로구 북촌로 51-1
1557,종로1.2.3.4가동주민센터,126.9910279,37.5743637,서울특별시 종로구 돈화문로 65
1558,창덕궁,126.9905176,37.57606978,서울특별시 종로구 돈화문로 86
1561,아름다운실버,126.9654343,37.61202201,서울특별시 종로구 평창16길 24
1562,독립문초등학교,126.9607061,37.57385981,서울특별시 종로구 통일로12길 24-1
1563,종로센트레빌아파트,127.0156407,37.58034969,서울특별시 종로구 동망산길 32
1564,가회동주민센터,126.9849331,37.5799374,서울특별시 종로구 북촌로 33-1
1565,문방구,126.9579492,37.6062969,서울특별시 종로구 진흥로22나길 1
1566,원남로터리,126.9973507,37.57622486,서울특별시 종로구 창경궁로 154
1567,보현산신각,126.9657637,37.61347641,서울특별시 종로구 평창길 134
1568,천사유치원,126.9618149,37.57467705,서울특별시 종로구 통일로12길 54-1
1569,쌍용아파트입구.창신역,127.0150007,37.58051063,서울특별시 종로구 동망산길 17
1570,아름다운가게.정독도서관,126.9850932,37.57891938,서울특별시 종로구 북촌로 23
1571,산정빌라,126.9574985,37.60515273,서울특별시 종로구 홍지문길 78
1572,이화사거리,127.0021147,37.57647127,서울특별시 종로구 대학로 60
1573,박종화고택입구,126.9676637,37.61433238,서울특별시 종로구 평창11길 102
1574,무악현대아파트후문,126.9619725,37.57630822,서울특별시 종로구 통일로12길 92
1576,헌법재판소.안국역,126.9857196,37.57757327,서울특별시 종로구 북촌로 8
1577,청구빌라,126.9569707,37.60461247,서울특별시 종로구 홍지문길 79
1578,서울대어린이병원응급실.갑상선센터,126.9994856,37.57815458,서울특별시 종로구 대학로5길 29
1580,화인빌라,126.9685484,37.61297509,서울특별시 종로구 평창길 182
1581,넓은마당,126.9628884,37.57527297,서울특별시 종로구 인왕산로1길 55
1582,창신초등학교,127.015387,37.57690312,서울특별시 종로구 지봉로11길 2
1583,수운회관,126.9866595,37.57519246,서울특별시 종로구 삼일대로 453
1584,상명대후문,126.9573503,37.6040312,서울특별시 종로구 홍지문길 56
1586,힐탑,126.9690414,37.61163964,서울특별시 종로구 평창길 198
1587,신학대학교총회본부,126.9634435,37.57397598,서울특별시 종로구 인왕산로1가길 11
1589,낙원상가,126.9874228,37.57372579,서울특별시 종로구 삼일대로 439
1590,완성빌라,126.9575212,37.60340672,서울특별시 종로구 홍지문길 52
1591,서울대병원장례식장,126.9974252,37.58053639,서울특별시 종로구 창경궁로 202-1
1592,혜화역1번출구,127.0017606,37.58343559,서울특별시 종로구 대학로 138-1
1593,감나무골공원,126.9699425,37.61240568,서울특별시 종로구 평창길 210
1594,한국사회과학자료원,126.9640915,37.57365155,서울특별시 종로구 인왕산로1길 29
1595,동묘역,127.0142449,37.5726953,서울특별시 종로구 종로 329
1596,금강제화,126.98757,37.57055096,서울특별시 종로구 삼일대로 403
1597,경진빌라,126.9578485,37.60199096,서울특별시 종로구 홍지문길 38
1598,성균관대학교앞,126.9992644,37.58337953,서울특별시 종로구 명륜2가 창경궁로 246
1599,kt광화문지사,126.9772156,37.57190009,서울특별시 종로구 세종로 세종대로 175
1607,EN갤러리,126.9706926,37.61344769,서울특별시 종로구 평창길 230
1667,종로문화센터,126.9645715,37.57466302,서울특별시 종로구 사직로7길 22
1682,동대문역.2번출구,127.0117451,37.57198805,서울특별시 종로구 종로 305-1
1683,종각역YMCA,126.9853306,37.57027694,서울특별시 종로구 종로2가 종로 73
1684,서교빌라,126.9571666,37.60203769,서울특별시 종로구 홍지문4길 3
1685,경복궁역,126.972396,37.57705527,서울특별시 종로구 자하문로 12
1686,연건동,127.0007564,37.57606354,서울특별시 종로구 율곡로 199
1697,성대입구,126.9989021,37.58323265,서울특별시 종로구 명륜2가 창경궁로 241
1698,무애사,126.9718335,37.61390077,서울특별시 종로구 평창길 239
1699,단군성전앞,126.9652997,37.57558773,서울특별시 종로구 사직로7길 14-9
1702,동대문종합시장,127.0062452,37.57116462,서울특별시 종로구 종로5가 종로 255-2
1714,상명초등학교,126.9566832,37.60093683,서울특별시 종로구 홍지문2길 2
1720,법련사,126.9795903,37.57658927,서울특별시 종로구 삼청로 8
1721,광화문새마을금고,126.9710253,37.57954714,서울특별시 종로구 자하문로 39
1722,성균관대학교,126.9971587,37.58501732,서울특별시 종로구 명륜2가 성균관로 26
1723,참샘골공원,126.9741219,37.61460832,서울특별시 종로구 평창35길 27
1724,활터앞,126.9653646,37.57685248,서울특별시 종로구 사직로9길 15-25
1725,종로5가.3번출구,127.0019717,37.57142206,서울특별시 종로구 종로5가 대학로 4
1727,인사동들머리.3.1독립선언터,126.9832651,37.57202968,서울특별시 종로구 우정국로 36
1728,정독도서관,126.9800442,37.58021772,서울특별시 종로구 삼청로 48
1729,오거리.한옥마을입구,126.9697374,37.57951132,서울특별시 종로구 자하문로9길 24
1732,밀알기도원,126.9757357,37.61639742,서울특별시 종로구 평창7길 29
1763,종로1가,126.9804547,37.570265,서울특별시 종로구 종로1가 종로 27-2
1776,종로도서관,126.9670812,37.57654334,서울특별시 종로구 사직로9길 15-8
1790,종로사우나,126.9875872,37.57374132,서울특별시 종로구 삼일대로 440
1791,엄마분식,126.9557385,37.60126624,서울특별시 종로구 홍지문2길 9
1792,삼청파출소,126.9812398,37.58168273,서울특별시 종로구 삼청로 69
1793,통인시장.종로구보건소,126.968674,37.58032702,서울특별시 종로구 필운대로 48
1794,종로5가역,127.0000159,37.57077778,서울특별시 종로구 종로4가 종로 202
1795,평창공원지킴터입구,126.9770157,37.61727036,서울특별시 종로구 평창7길 46
1796,배화여중고,126.9678404,37.57676539,서울특별시 종로구 사직로9길 16
1797,대학로입구.이화사거리,127.0025921,37.57608577,서울특별시 종로구 율곡로 212-1
1798,운현궁,126.9868071,37.57523204,서울특별시 종로구 삼일대로 453
1799,상명대입구,126.9570083,37.6000343,서울특별시 종로구 홍지문길 5
1800,삼청동주민센터,126.982067,37.58470051,서울특별시 종로구 삼청로 101-1
1801,박노수미술관,126.9669162,37.5810715,서울특별시 종로구 옥인길 32-3
1802,김창열.윤명로화실,126.9783839,37.61634256,서울특별시 종로구 평창7길 68
1803,사직동주민센터,126.9689265,37.57626303,서울특별시 종로구 사직로9길 5
1804,충신시장,127.0054957,37.57502156,서울특별시 종로구 율곡로 244
1805,안국역2번출구앞,126.9860701,37.57715641,서울특별시 종로구 북촌로 2
1807,금융연수원,126.9817788,37.58586652,서울특별시 종로구 삼청로 117
1809,감람산기도원,126.9798977,37.61594859,서울특별시 종로구 평창7길 86
